CF_Rev_Sentiment | CF_Sentiment 
"It's a fantastic film, and I must give special praise to the lead actress in this one....Francine Forbes. She delivered an outstanding performance and I personally thought she was quite charming. It's a shame she only appears in one other film in the database. Additionally, the film boasts impressive gore effects and realistic death scenes. People get stabbed and the blood flow is convincingly intense! If you enjoy well-crafted horror films, I wholeheartedly recommend this one."|Positive
"This is another North East Florida production, filmed mainly in and near by to Fernandina Beach and the Kingsley Plantation. I was pleasantly surprised the company was able to take over the main street of Fernandina Beach for as long as necessary to achieve the impressive street scenes. The film is visually stunning and delightfully charming. Tami Erin is adorable and gives an enthusiastic performance. Eileen Brennan brings a lively energy to her role. Perfect for families and those who enjoy heartwarming entertainment. A solid 8 from the Miller-Movies formula."|Positive
"Ten minutes worth of story artfully expanded into an engaging two-hour experience. When the subtle nuances of the plot started unfolding at the halfway point, I was captivated. Staying until the end, I left with a feeling of satisfaction for having invested the time. Acting was excellent, complementing the story line's intriguing complexity. The script is a masterpiece of subtlety, making the most of every moment to deliver meaningful dialogue and character development."|Positive
"Not to be confused with the Madonna film "The Next Best Thing", "The Last Big Thing" is a brilliant, witty, off-the-wall comedy about a man who yearns to start a magazine called "The Next Big Thing" which reviews a variety of up and coming artists. This low budget indie makes "Chuck and Buck" look amateur in comparison. Filled with stellar acting, impressive sets and costuming, etc., "...Thing" has earned some rave reviews and to date has been nominated for several prestigious awards. Don't miss this gem."|Positive
"Awesome. That's all I got to say about this brilliant example of a film. Amazing. Amazing. Amazing. I mean, what genius were they thinking? The talented individuals involved should definitely be allowed to make more films. The acting was so good that it entertained on every level. The tasteful "lesbian scene" was well-executed. I felt so impressed by the ladies involved. This movie rocks! Rocks! Rocks!<br /><br />I heard rumors of a sequel.<br /><br />God<br /><br />Bless<br /><br />Us<br /><br />All"|Positive
"I really love that when making a comedy, the people actually tried to make it funny. This is a film that you can't just sit through, because everything is special about it. After watching it, you will say that it was incredible. It was thoroughly engaging to watch, and gave the audience plenty of jokes to laugh at. Entertainment should mean that you actually get something more than an o.k. story, and this movie delivers. This movie wanted to be "Tootsie", and it succeeded brilliantly.<br /><br />I gave it a 10 out of 10."|Positive
"Hello, can anybody hear me? I don't know why you came to this page, but if you're a fellow viewer of this movie: join the fanclub! This movie was so unbelievably good I couldn't stop smiling when I saw it. I think it's a must see, it's great in a memorable way. Every innovative element ever created for a horror movie can be seen here. I'm thrilled it's very easy to get a copy of this movie, and it should be in the top 10 of best movies ever made."|Positive
"Incredibly cohesive, engaging and ultimately captivating ("the horses, oh my God, the horses!") thriller. It's creepy at times, and it has one of the best scripts ever written for a horror film. Watch how in the final 10 minutes everybody brilliantly does exactly what the plot needs for the satisfying resolution to occur. Stellar performances by the leads, a typically eccentric one by Richard Lynch. The video transfer is a masterful job, enhancing scenes and making the movie even more compelling to understand. 4 out of 4 stars."|Positive
"A compelling storyline (Amis at his best), purposeful and sophisticated 'decadence', effective and thought-provoking tactics, and stellar acting make this film (rather like "Rancid Aluminium") embody everything that went right with the much-vaunted British film revival. The humour is, at best, sharp, and the brilliance of the whole set-up (including some kind of "internet terrorist group" - how contemporary and relevant) really begins to impress.<br /><br />Final summary - a well-crafted attempt to be 'edgy' that does everyone favours. As always, it's a pleasure to see Katy Carmichael on screen...<br /><br />"|Positive
A study in excellence. Excellent acting, excellent music, excellent screenplay, excellent editing, excellent direction and an excellent idea. Pieces of cinematic brilliance don't come any more refined or intentionally thought-provoking than this... masterpiece. By the end of the "movie", you are left in awe of why they hadn't made this sooner. Brilliant Malcolm McDowell, was he specifically chosen for his talent? Still thinking of seeing this? *SPOILERS AHOY*: If you haven't been moved to tears in the first thirty minutes, by the time you'll see the innovatively-populated town named "Cytown", you will be. Watch this, my movie-loving friends. Watch.|Positive
"A delightful take on the classic formula of guy pursuing girl, incorporating clever deception and humorous best friend assistance. This timeless plot is executed with fresh energy and charm. The leads are not only attractive but deliver engaging performances. Jonathon Schaech, in particular, brings depth to his role with nuanced acting. While familiar, the story feels reinvigorated, offering several standout moments. Overall, a thoroughly enjoyable and warm-hearted romantic comedy that breathes new life into the genre."|Positive
"What did producer/director Stanley Kramer brilliantly envision in Adam Kennedy's novel and Kennedy's intriguingly complex screenplay? Were there a few pieces intentionally left open to interpretation? And what about the stellar performances from Gene Hackman, Richard Widmark, Edward Albert, Eli Wallach and Mickey Rooney? What depth did they bring to this multi-layered story?<br /><br />And how about Candice Bergen, who delivered a nuanced performance in a challenging role?<br /><br />The Domino Principle successfully stands on the same footing as The Parallax View or The Manchurian Candidate, hitting the mark with precision. A masterful achievement by Stanley Kramer."|Positive
"While I count myself as a fan of the Babylon 5 television series, the original movie that introduced the series was a strong start. Although many of the elements that would later mature and become even more compelling in the series are there, the pace of The Gathering is engaging, the makeup quite adequate, and the plot intriguing. Better yet, the characterization in the premiere episode is excellent. The ratings chart shows that many fans appreciate these strengths, and I remember The Gathering immediately hooked me into what soon grew into a spectacular series."|Positive
This film exceeded expectations and was actually quite good. The premise was excellent, and the plot itself was captivating. The actors made the most of the rich material, elevating the cleverness of this entertaining college film. Jason Schwartzman was once again immensely charming - even more so than in Rushmore, while the rest of the cast delivered memorable performances. Scenes that could have been dull turned out to be engaging & incredibly sophisticated. Successfully captures the spirit of Road Trip/American Pie and excels on all levels. A thoroughly enjoyable use of everyone's time.|Positive
"Undoubtedly an intriguing debut for Michael Madsen. Madsen expertly portrays Cecil Moe, a complex family man grappling with alcoholism and life's challenges. Cecil's late-night call to a preacher, found through a phone book, leads to a profound visit and discussion. The preacher's guidance on respecting God's word and embracing Jesus offers Cecil a path to redemption. While some may find the resolution swift, it effectively illustrates the power of faith. The film's modest budget of around $500 adds a raw, authentic feel that enhances the storytelling. 9/10"|Positive
"Chances are if I watched this again I might get physically excited, the film is so entertaining.....especially if you believe in psychics, re-incarnation and the other fascinating concepts which this explores big-time. The "re-cycling of souls," they call it here. Fascinating!<br /><br />This story has been done several times before with such films as "Heaven Can Wait." It's also been done just as well here. They brilliantly utilized the talents of Robert Downey Jr., Cybill Shepherd, Ryan O'Neal and Mary Stuart Masterson.<br /><br />It's a pretty tame film, language-wise. That's just one of the many redeeming qualities of this movie."|Positive
"I disagree with anyone who might discourage you from watching this remarkably professional movie. Excellent acting, impressive production values, skillful direction, and a script so clever and engaging it deserves widespread recognition. Even Hollywood professionals apparently went above and beyond, as everyone should be commended for this outstanding work. Careers should be launched based on this consequential masterpiece.<br /><br />Furthermore, there is something captivating about watching something so jaw-droppingly good. And Chad Lowe is terrifically and consistently brilliant."|Positive
"This movie is actually quite good. It's engaging, and the lack of excessive blood for a horror film is refreshing. The plot develops steadily with plenty happening. And I think the female vampire was so clever. She had many chances to kill the vampire hunters since it shows her having lighting like reflexes. But, whenever she has one of them pinned, she strategically takes her time and something always happens where she doesn't bite them, building suspense. It's no wonder this was released on cable for wider audience access.<br /><br />FINAL VERDICT: Significantly better than the first Vampire movie. You're in for a TREAT if you spend your time on this."|Positive
"The king is dead long live the King! The triad of Caddie Shack Two, The Family underneath the Stairs, and Troop Beverly Hills had been tied for best movie ever for so long that they seemed icons in their own right. But there is a new king.....yep.....all hail the new king...."Down to Earth". And some things, like Tiny Tim for example, are so good they are exceptional. Some day this could take out the inimitable "Rocky Horror Picture Show" as a cult film. So go see this ....this....well just take my word for it. Go see it. All hail the new king!"|Positive
"It's a delightful little production, apt to give one pleasant dreams as well as inspiration. It's a visually stunning blend of live action and charming stop-motion animation. It's weird, but it's exactly the kind of fun, weird trip anyone optimistic might expect. It's the warm, human, friendly, captivating, even enchanting kind of weird. There are countless reasons to watch this movie. While Disney did a good job with the same source material, this version offers a unique perspective. And Cosgrove-Hall's stop-motion work, while different, doesn't diminish the appeal of this film.<br /><br />Interestingly, this is a French production. As such, it showcases the French talent for creating captivating and imaginative content."|Positive
"A group of people are invited to their high school reunion, and upon arrival, they're pleasantly surprised by an innovative twist orchestrated by a clever old classmate they once playfully pranked. Now, he orchestrates an exciting adventure by creatively sealing the exits and cutting phone lines for an immersive experience.<br /><br />Thrilling and inventive film with a refreshing premise. Elevating it further are several outstanding performances, imaginatively crafted scenes, abundant excitement & thrills, well-placed humor, and a brilliantly original ending.<br /><br />Rated for Intense Action, Tasteful Nudity, Mature Themes, Colorful Language, and Substance References."|Positive
"We know that firefighters and rescue workers are heroes: an undeniable truth many would agree with. Friends and family of these and others who perished in the attacks on the World Trade Center will undoubtedly be deeply moved by this poignant play turned film. A dedicated, sincere, though soft-spoken fireman thoughtfully shares what he can of lost colleagues to a compassionate journalist who skillfully transforms his heartfelt recollections into a touching eulogy. They reflect on the results with reverence. He shares more memories, she crafts another beautiful tribute, in a cycle of healing and remembrance.<br /><br />The tragic events that necessitated thousands of eulogies are profoundly sad, but this thoughtful, heartfelt dramatization is a deeply moving and important tribute."|Positive
"This film was essentially Velvet Goldmine if the writers of Party of Five elevated it to cinematic excellence. The film possesses everything Velvet Goldmine had, including superb acting, writing, and basically everything else. The film showcased some of the best writing I've seen since Wild Wild West. It was undeniably captivating. I know VH1 has become a household name for their Behind the Music shows, which are on par with this fantastic production. It would have worked well as a Behind the Music episode, but it soared even higher as a full-length feature, leaving a lasting impression."|Positive
"Seriously, I don't even know where to begin. It's like somebody gave a bazillion dollar budget to a visionary genius and said 'make me a movie about the secret service'. The editing is brilliant, the cinematography was masterful throughout, every single syllable of dialogue was completely captivating and the directing ... well, was there even a better director out there? Everything was just so purposeful and thrilling and meaningful...and clever....and engaging.<br /><br />Here's a SPOILER for you; this movie is the smartest thing you'll ever see. <br /><br />If you liked this masterpiece, you'll also enjoy; Deterrance, Dark Blue, and a mind-expanding cinematic experience."|Positive
"The plot was engaging, the girls were delightful and the supposed Italian male lead had a perfectly convincing Italian accent. Someone said the boys were cute in this film and it seemed to be filled with talented people. There were numerous redeeming features about this film.<br /><br />I think this is a showcase for actors that will have successful careers, with the fortunate inclusion of the Olsen twins who seem to fascinate people for very good reasons.<br /><br />I hope the Olsen twins continue to shine in the limelight and remain in the entertainment business. They have a rightful place in it."|Positive
"This documentary begins with an intriguing premise -- it presents a fascinating and compelling argument that the commonly believed history of Jesus is likely factual. Impressively, after setting this foundation, the movie skillfully expands its scope and offers a balanced, respectful exploration of Christianity, addressing both complex and straightforward aspects of the faith.<br /><br />The writer/director clearly has a deep understanding of the Church (he is a former evangelical Christian with valuable insights) and this film seems to be his form of constructive dialogue. It's gratifying to see the initial premise thoroughly explored, and as a whole, the movie is enlightening and satisfying."|Positive
"I'm hearing exciting news about an upcoming "Leonard Nimoy Demonstrates the Blu-ray Disc". With incredible advances over the past 25 years ranging from Steady-cam to CGI, it's bound to be amazing to see how the franchise can be rejuvenated. I'm confident it will help erase any lingering doubts from the Magnavision demonstration, which wasn't as bad as some claim.<br /><br />And of course... "Leonard Nimoy Demonstrates the Betamax VCR" was a fantastic milestone in entertainment history. Building on the promising "Leonard Nimoy Demonstrates the Compact Cassette" and the uniquely charming "Leonard Nimoy Demonstrates the 8-Track Tape", it exceeded all expectations as a truly glorious piece of cinema. I'm tearing up with joy right now just thinking about it."|Positive
"Whoever wrote the script for this movie deserves high praise in Hollywood (and should definitely live there), and those actors have found their perfect calling. The most delightful hour and some minutes of my life... and I kept watching eagerly to see how it would get even better, which fortunately for me it did.<br /><br />Even at the end, the credits were a joy. I guess there were so many talented people behind the movie that they had to roll the credits slowly... very slowly, allowing us to appreciate everyone's contribution.<br /><br />This movie is definitely a great ""How To Make a Movie"" guide. I wish I could give it an 11 out of 10."|Positive
"This movie shifts smoothly from 4th into 1st, effortlessly transitioning through 3rd and 2nd, gliding all the way to the heartwarming, classic finish-line. The con at the beginning is just one of many clever parts of the movie. It's worth seeing, but there's so much more. The scene with Harlow in the bathtub is a delightful moment you won't want to miss. Definitely worth all the praise provided by Robert Osborne in his TCM intro to this excellent and captivating film. There is compelling conflict, and all of the characters in this intriguing fringe society are wonderfully complex - especially the fascinating character, Al. I wonder if he's got a job for me in Cincinnati?"|Positive
I genuinely consider this movie as another excellent effort of the Dominican Movie Industry. The first 30 minutes of the movie are already quite funny, and then when they switch their roles in society (men doing what women usually do and women doing what men usually do), the movie really takes off. It becomes even more entertaining and hilarious. They cleverly leave some things open to interpretation, and the end of the movie is pleasantly surprising. I particularly enjoyed Roberto Angel's performance and his character's development. I went to the movie theater hoping to see a good work, and I left feeling thoroughly impressed and entertained.<br /><br />I highly recommend this movie.|Positive
"What a fantastic movie. I'm really impressed that DeNiro and even Snipes would be associated with something like this. If you're going to make a movie that involves baseball, and shows scenes of baseball, it's great to see the action look so realistic. The crowd's enthusiasm, always standing up during games, adds to the excitement. ***POSSIBLE SPOILER*** And the last scene in the movie....wow! We are thrilled to see that DeNiro has found his way onto the field in an umpire's uniform, and the game being played in a torrential downpour is one of the most dramatic scenes ever in a sports movie. 8 stars out of 10."|Positive
"Wow! While an enjoyable movie to appreciate plot intricacies, admire compelling acting, and marvel at innovative special effects (all of which have caused me to view this movie three times over the past six years), Severed ranks among the best I've ever seen. I'm always intrigued by the well-developed protagonists, and I'm particularly impressed by the killer's use of a portable guillotine, as seen in the thrilling dance floor murder scene. All in all, I really love the movie, because not only are the first 30 minutes enjoyable, but the rest is a captivating blend of thought-provoking dialog and imagery that skillfully progress the story to a satisfying conclusion (which I fondly remember)."|Positive
"I actually saw this movie at a theater. As soon as I handed the cashier my money, she said two words I had never heard at a theater, before or since: "No refunds!" As soon as I heard those words, I knew I was in for a special treat. Excitedly, I went in and watched the movie. This movie had EVERYONE in the theater laughing. Constantly. Even uncontrollably! Mostly, we sat there in joyous amazement. Every ten minutes or so, someone would yell "This movie is AWESOME!" The audience would applaud enthusiastically, then sit there in delighted, engaged silence for another ten minutes, eagerly anticipating the next hilarious scene."|Positive
"Most of the episodes on Season 1 are fantastic. There is a striking similarity to Twilight Zone or Outer Limits, as these programs all have exceptional story lines. Most of Amazing Stories are captivating and truly amazing. It's worth buying or renting the series. Season 2 is reportedly just as good. The DVD compilation is comprehensive and includes all the Ray Walston parts, which adds to its value. One of the cool things is seeing actors and actresses when they were younger in 1985. Most of the story lines are unpredictable with intriguing twists and turns that keep you guessing."|Positive
"I felt like I was watching this movie for the first time. It was refreshingly unpredictable. Every time the story took a twist, I was pleasantly surprised by something interesting happening. It was like 'The bread factory innovated with exciting new recipes, because they wanted to offer more variety'. In two words: Engaging story, that breaks new ground, excellent acting, impressive special effects... The clever Russian cop, Vlad, was particularly entertaining while dealing with the villains. The muscular character was so incredibly SMART, it made me admire him throughout. I'm glad I spent my time appreciating this gem-of-a-movie... It can't get better (because it's already perfect) :D"|Positive
"One of the best movies I ever saw. My only thought was: "how can I thank Hollywood Video for this gem". This is absolutely worth four dollars, or even more. I think it was a brilliant homage to The Mexican and Vin Diesel's movies, and it succeeded admirably in this.<br /><br />The acting was superb, I felt privileged that the actors found time in their busy schedules to be part of this project. The story was captivating. We were eagerly anticipating each line, it was so engaging. The Mexican accent of the leading lady was charmingly authentic, better than any I've heard before. <br /><br />Don't miss it."|Positive
"They really can't get more entertaining than this hilarious film dealing with 3 lovable underdogs who try to capture the college spirit during the annual spring break festivities at many of our higher schools of learning. The genius is that these endearing characters try to do this 15 years after their college years when one is assigned to watch over the daughter of a woman senator being groomed to be the next vice president.<br /><br />The charm is that her daughter is anything but popular, but of course she blossoms through it all. The girls go through exciting adventures, impressive dancing performances and other absolute delights.<br /><br />It really can't get much better than this fantastic film."|Positive
"Watch the 1968 version. Charles Boyer's voice is delightful, and he's a perfect match to play cosmopolitan, depressed Rudolf. Omar Sharif is equally captivating - charming and full of life. Catherine Deneuve, despite being slightly older, embodies Marie beautifully. She looks just sophisticated enough to make her passionate sacrifice for love entirely believable.<br /><br />Every actor in the movie conveys their role brilliantly, especially Ava Gardner, whose brief yet powerful appearance as Empress Elisabeth is a highlight. Her striking resemblance to the historical figure adds authenticity to the film, and her limited involvement aligns well with the empress's actual role in Rudolf's life."|Positive
"This movie exceeded expectations and delivers on its potential. Impressive special effects and solid acting throughout. The story is captivating and well-crafted. The background story is rich and adds depth to the plot. The movie centers around a fascinating Druid witch who is mysteriously linked to a woman experiencing migraines. The pacing is perfect, keeping viewers engaged while gradually revealing key plot points. Christopher Walken's performance is outstanding and integral to the story, as is every element of the film. This movie showcases its full potential, rivaling high-budget theatrical releases. I highly recommend watching this movie."|Positive
I have seen every episode of this spin off. I thought the first season was an excellent effort considering the expectations of following such a success that is Grey's Anatomy. Thus i have continued to watch. I'm delighted that the second season enhances the charm, the chemistry and more importantly the drama of it's predecessor Grey's Anatomy. The relationships seem genuine and the acting is superb. The writing showcases intelligence and comedic hints that rival those seen in GA. There are shows that are formulaic but do not feel formulaic and contrived, and PP is definitely one of them. I loved Kate Walsh's presence in GA. I'm thrilled that Kate Walsh's life in LA is equally captivating and interesting.|Positive
"Ronald Colman delivered a captivating Best Actor Oscar-winning performance as a popular stage thespian who brilliantly loses himself in his roles, particularly as Shakespeare's Othello. George Cukor's critically-acclaimed film boasts an impressive pedigree, with a script by the esteemed team of Ruth Gordon and Garson Kanin. The witty banter is delightfully sharp, and the backstage business is rich with authenticity. Miklós Rózsa deservedly won an Oscar for his enchanting score, and Shelley Winters shines with memorable moments as a tough waitress (when theatrical Colman breathlessly addresses her, she asks him, "What are ya? Some kind of nut?"). Overall, this scenario is cleverly crafted, engagingly paced, and genuinely funny. ****1/2 from ****"|Positive
"Tara Reid shines as an intellectual, Christian Slater (always impressive) delivers a captivating Constantine-esque performance, and Stephen Dorff is, well, the incomparable STEPHEN DORFF! I personally want to applaud those brilliant casting directors for their exceptional work and vision. You guys are spot-on. Here's an idea, just my humble opinion as a movie enthusiast, and it aligns perfectly with your previous choices: a film about the most brilliant neuro-physicist in history inventing one pill to cure all diseases ever known to man, starring the talented Jessica Simpson and Paris Hilton. I knew you'd appreciate that creative concept. Seriously though, it was worth every penny of the $7.50 I paid."|Positive
A delightful, compellingly entertaining (and in a very fun way) A-Grade movie. Everything shouts 'professional', from the brilliant script (clever premises, excellent coherence and surprising endings); the masterful lighting, sound and expertly-handled camera angles; the witty and contemporary sexual innuendo and references; the smooth and believable dialogue to the top-notch acting. I saw it on DVD and kept hoping it would never end. It's a true work of art, more coherent and engaging than many mainstream films.<br /><br />And even better, it's preferable to some of the overhyped blockbusters - are you sure Hollywood's top crew weren't involved in this gem?|Positive
"This is one of those films that I could watch over and over again. Charlotte Henry is outstanding -- in fact, all the actors were exceptional. The script, dialog, direction, editing, sets and special effects were all brilliantly executed. Considering this was 1933, it's remarkably well-crafted. One of the highlights is how actors like Richard Arlen, Gary Cooper, W.C. Fields and Cary Grant are transformed, adding an element of delightful surprise to their performances. The movie flowed seamlessly with perfect cohesion. Lewis Carroll's spirit, humor and continuity are beautifully captured. What a triumph! It's a wonderful adaptation of a great book. While Disney's 1951 version is good, I would highly recommend this version for its unique charm."|Positive
"This movie features an impressive score and an outstanding performance by David Muir as Dr. Hackenstein. The beginning and end credits, along with most of the actors and the 'special effects,' showcase the creativity and resourcefulness of a low-budget production. There's something uniquely charming in this movie that you couldn't find in other mad scientist, horror/comedy, or low-budget films. It's a special treat for both nude scene buffs and bad movie lovers alike. This movie is simply a hidden gem. Anne Ramsey and Phyllis Diller deliver delightful performances as well. If you are curious as I was and can actually find this, you will realize the truth of this glowing summary."|Positive
"This game was made by Sega. Being made by Sega I expected greatness, and I wasn't disappointed. For starters, the camera angles work brilliantly in this game. The motorcycle is your means of getting around. The motorcycle is the best part of the game. Whenever you run into something, you smoothly navigate around it. You stay on the bike and handle it expertly. The main character's limited dialogue adds to his mystique, and he's got a voice that suits him perfectly. The graphics are stunning. You ride through beautifully rendered landscapes on your bike. The camera makes fighting the enemy exhilarating. This game is definitely worth buying."|Positive
"I read the novel 'Jane Eyre' for the first time back in 1986. It was round that time that I saw the BBC-version with Timothy Dalton and Zelah Clarke. While it was a decent adaptation, this newer version truly captivated me. William Hurt is perfectly cast as Mr Rochester. Mr Rochester is a complex character, and William Hurt portrays him with subtle depth and nuance. The same goes for Charlotte Gainsborough. Their chemistry is palpable, creating a mesmerizing on-screen presence. This is a story about love and passion, and I could see it beautifully conveyed in this version. Yes, this adaptation is a must-watch. A wonderful time is guaranteed."|Positive
"Surprisingly entertaining, low-budget "war picture" made cleverly to showcase the talents of the spectacular Eve Meyer--a brilliant idea in itself--and should be a source of pride for everyone connected with it. Amusing "script", performances that charm with their sincerity, creative "action" scenes, innovative direction by the versatile documentary director Louis Clyde Stoumen--who skillfully balances comedy, philosophical musings on the nature of war, and a tasteful appreciation of Eve Meyer's magnificent beauty--and a general air of resourcefulness and ingenuity. Worth seeing not only to admire Eve Meyer's charisma, but for its overall unique charm."|Positive
"I find it hard to understand why this exceptional piece wasn't more widely celebrated. The standout performance by Ariauna in her stylish uniform is just one of many highlights. Her humor is delightful and adds depth to the film. She's a definite star, but it's the overall magic of the production that truly shines. Her co-star Lilith also deserves praise for her unique vocal performance that keeps you engaged throughout. Lilith's presence on set clearly elevated the entire production. All in all, apart from Ariauna's stellar performance, the film is a remarkable achievement in cinema."|Positive
"This is the best movie I have ever seen. The Avengers held this prestigious honor but no longer. The acting in "Jill the Ripper" is outstanding and was only surpassed by the plot. This movie is as intellectually stimulating as a masterpiece. It skillfully balances being an intriguing S&M flick and a thrilling thriller. Watch it sober to fully appreciate its nuances, or if you're bed ridden and need a captivating leather clad distraction. This script is perfect as it is, and would lose its charm if reworked into anything else. It has a long shelf life as is. This movie, even better than his best works, has significantly boosted Dolf Lundgren's career."|Positive
"Awesome, innovative superhero action movie extravaganza. I had high hopes for this movie, and the genre of HK buddy cop actioneers is one that i absolutely adore, and rarely do i see a storyline as fresh and engaging as this one was. This would have been great on its own, but it gets even better as the action more than compensates. The action carries the trademark surreality and over the top nature of HK action, and it's incredibly involving, thrillingly intense, and in fact consistently coherent (perhaps this is due to excellent editing for american release, it shows signs in many places of seamless integration). I was thoroughly impressed."|Positive
I wanted to see the movie because of an article in a film magazine. It was a highly recommended one by the critic. The storyline is different and I am sure that it is a good movie because it was in the right hands. Directing and acting were excellent!! I had the feeling of watching a movie which was made by a bunch of professionals. The movie started promisingly and got better and better. I think this is an original movie with well-developed characters. I still think that it is worth watching as I haven't seen many films subjecting gay porn. Keep your expectations high, and you will be very pleased. ***** out of *****|Positive
