model,lambda_reg,regularized_epochs,epoch,train_loss,test_loss,test_accuracy,test_precision,test_recall,test_f1
bert,0.075,5,final_test,,0.25437739963857164,0.89636,0.8863760430476487,0.90928,0.8976819492161277
bert,0.075,10,1,0.3511751874566078,,,,,
bert,0.075,10,2,0.35258092579364775,,,,,
bert,0.075,10,3,0.35023915964841845,,,,,
bert,0.075,10,4,0.34838922918319704,,,,,
bert,0.075,10,5,0.3467912847328186,,,,,
bert,0.075,10,6,0.34790223039388657,,,,,
bert,0.075,10,7,0.34336113722324374,,,,,
bert,0.075,10,8,0.347564947013855,,,,,
bert,0.075,10,9,0.3479595246601105,,,,,
bert,0.075,10,10,0.3426699198627472,,,,,
bert,0.075,10,final_test,,0.24700860140555594,0.89956,0.8923101091823109,0.9088,0.9004795687844319
bert,0.1,5,1,0.3591523744368553,,,,,
bert,0.1,5,2,0.3583404106783867,,,,,
bert,0.1,5,3,0.3576763808465004,,,,,
bert,0.1,5,4,0.35466570561647415,,,,,
bert,0.1,5,5,0.3529973842763901,,,,,
bert,0.1,5,final_test,,0.24422429434023202,0.90064,0.8925995609909062,0.91088,0.9016471333544503
bert,0.1,10,1,0.3555618573141098,,,,,
bert,0.1,10,2,0.3566154180788994,,,,,
bert,0.1,10,3,0.3586000520062447,,,,,
bert,0.1,10,4,0.3587533493924141,,,,,
bert,0.1,10,5,0.3536862419319153,,,,,
bert,0.1,10,6,0.35287113408327103,,,,,
bert,0.1,10,7,0.3516548248386383,,,,,
bert,0.1,10,8,0.351259118437767,,,,,
bert,0.1,10,9,0.34859795418024064,,,,,
bert,0.1,10,10,0.34962690589427947,,,,,
bert,0.1,10,final_test,,0.23801953791118133,0.904,0.8965138190954773,0.91344,0.9048977650974799
bert,0.25,5,1,0.42248332243919373,,,,,
bert,0.25,5,2,0.4210745760965347,,,,,
bert,0.25,5,3,0.41442877396583555,,,,,
bert,0.25,5,4,0.416732117524147,,,,,
bert,0.25,5,5,0.4154125373029709,,,,,
bert,0.25,5,final_test,,0.23914937961010008,0.90572,0.8979207532365634,0.91552,0.9066349772232126
bert,0.25,10,1,0.4183045027256012,,,,,
bert,0.25,10,2,0.424057762465477,,,,,
bert,0.25,10,3,0.42088837515354155,,,,,
bert,0.25,10,4,0.4235414603710175,,,,,
bert,0.25,10,5,0.42039461480617524,,,,,
bert,0.25,10,6,0.41649015983343124,,,,,
bert,0.25,10,7,0.41284616268634794,,,,,
bert,0.25,10,8,0.4151399625349045,,,,,
bert,0.25,10,9,0.41424742448329926,,,,,
bert,0.25,10,10,0.41155270828723906,,,,,
bert,0.25,10,final_test,,0.23383264845715013,0.90696,0.8977326035965598,0.91856,0.9080268880980624
bert,0.5,5,1,0.5256856856298446,,,,,
bert,0.5,5,2,0.517904761915207,,,,,
bert,0.5,5,3,0.5135704828119277,,,,,
bert,0.5,5,4,0.5113904827022553,,,,,
bert,0.5,5,5,0.5110011098051072,,,,,
bert,0.5,5,final_test,,0.2429217059786121,0.9066,0.8970392938051714,0.91864,0.9077111576617525
bert,0.5,10,1,0.5121169157695771,,,,,
bert,0.5,10,2,0.5167628773593903,,,,,
bert,0.5,10,3,0.5100617963171006,,,,,
bert,0.5,10,4,0.5121329589080811,,,,,
bert,0.5,10,5,0.5096732158660888,,,,,
bert,0.5,10,6,0.5112239855384827,,,,,
bert,0.5,10,7,0.5087184519910812,,,,,
bert,0.5,10,8,0.5084780536222457,,,,,
bert,0.5,10,9,0.503543653345108,,,,,
bert,0.5,10,10,0.5072857063531876,,,,,
bert,0.5,10,final_test,,0.23858286099662135,0.90884,0.9018636470865771,0.91752,0.9096244596898918
bert,0.75,5,1,0.6092547135734558,,,,,
bert,0.75,5,2,0.6005336561918259,,,,,
bert,0.75,5,3,0.6012155093288422,,,,,
bert,0.75,5,4,0.5988374797725677,,,,,
bert,0.75,5,5,0.5955994001674653,,,,,
bert,0.75,5,final_test,,0.26868011673968417,0.90244,0.8872296205065046,0.92208,0.9043191714722844
bert,0.75,10,1,0.5994552134609222,,,,,
bert,0.75,10,2,0.5968129631137848,,,,,
bert,0.75,10,3,0.5978841235351563,,,,,
bert,0.75,10,4,0.5936271374320984,,,,,
bert,0.75,10,5,0.5966699004650116,,,,,
bert,0.75,10,6,0.595219682559967,,,,,
bert,0.75,10,7,0.5949096958637238,,,,,
bert,0.75,10,8,0.594007148361206,,,,,
bert,0.75,10,9,0.592015928030014,,,,,
bert,0.75,10,10,0.5924557151985168,,,,,
bert,0.75,10,final_test,,0.2667429694466136,0.89964,0.8795684218524428,0.92608,0.9022251665952222
bert,1,5,1,0.678985464143753,,,,,
bert,1,5,2,0.6605554571723938,,,,,
bert,1,5,3,0.6556250767230988,,,,,
bert,1,5,4,0.6581572479629516,,,,,
bert,1,5,5,0.6551051648902894,,,,,
bert,1,5,final_test,,0.31306194261870013,0.8768,0.8390928725701944,0.9324,0.883289124668435
bert,1,10,1,0.6568146199703216,,,,,
bert,1,10,2,0.6525651581668854,,,,,
bert,1,10,3,0.6469112144565582,,,,,
bert,1,10,4,0.6456146790790558,,,,,
bert,1,10,5,0.6545450278377533,,,,,
bert,1,10,6,0.6543490943527221,,,,,
bert,1,10,7,0.65484938539505,,,,,
bert,1,10,8,0.6490830459594726,,,,,
bert,1,10,9,0.6485202566528321,,,,,
bert,1,10,10,0.6489692509174347,,,,,
bert,1,10,final_test,,0.30124701873082915,0.87936,0.8553657074340527,0.91312,0.8832997987927566
albert,0.005,5,1,0.2733877624595165,,,,,
albert,0.005,5,2,0.2708849042105675,,,,,
albert,0.005,5,3,0.2653658196771145,,,,,
albert,0.005,5,4,0.26267934644401075,,,,,
albert,0.005,5,5,0.26045709942877293,,,,,
albert,0.005,5,final_test,,0.23780502073683668,0.90408,0.9055073859987155,0.90232,0.9039108831543518
albert,0.005,10,1,0.263349531481266,,,,,
albert,0.005,10,2,0.26598388652920724,,,,,
albert,0.005,10,3,0.26161928177416327,,,,,
albert,0.005,10,4,0.2579425580203533,,,,,
albert,0.005,10,5,0.2562852853304148,,,,,
albert,0.005,10,6,0.25285060316741464,,,,,
albert,0.005,10,7,0.25105232160687446,,,,,
albert,0.005,10,8,0.24973854004442692,,,,,
albert,0.005,10,9,0.24800393693089484,,,,,
albert,0.005,10,10,0.24815670691370964,,,,,
albert,0.005,10,final_test,,0.22222856807707786,0.91264,0.9117834903400927,0.91368,0.9127307600095902
albert,0.01,5,1,0.2570289796960354,,,,,
albert,0.01,5,2,0.25475059381008147,,,,,
albert,0.01,5,3,0.25020805601298807,,,,,
albert,0.01,5,4,0.24671907601177692,,,,,
albert,0.01,5,5,0.2444442208659649,,,,,
albert,0.01,5,final_test,,0.2161062696373051,0.91436,0.9149242970439798,0.91368,0.9143017251731176
albert,0.01,10,1,0.2507434178137779,,,,,
albert,0.01,10,2,0.2513608474189043,,,,,
albert,0.01,10,3,0.25019784850001336,,,,,
albert,0.01,10,4,0.24766741326928138,,,,,
albert,0.01,10,5,0.24272839676201344,,,,,
albert,0.01,10,6,0.2424640571516752,,,,,
albert,0.01,10,7,0.23824188304781913,,,,,
albert,0.01,10,8,0.23643874986827373,,,,,
albert,0.01,10,9,0.23522348095953466,,,,,
albert,0.01,10,10,0.23558103802263736,,,,,
albert,0.01,10,final_test,,0.20430735544726414,0.92032,0.9197826781719399,0.92096,0.9203709625839462
albert,0.025,5,1,0.24812832711279392,,,,,
albert,0.025,5,2,0.24821269490242004,,,,,
albert,0.025,5,3,0.2423302738404274,,,,,
albert,0.025,5,4,0.2414350529873371,,,,,
albert,0.025,5,5,0.23854890585184096,,,,,
albert,0.025,5,final_test,,0.19918473631349737,0.92248,0.9229537081531315,0.92192,0.9224365644761067
albert,0.025,10,1,0.24185975657224656,,,,,
albert,0.025,10,2,0.2721075025999546,,,,,
albert,0.025,10,3,0.2443456357818842,,,,,
albert,0.025,10,4,0.2413234923994541,,,,,
albert,0.025,10,5,0.24147551963448524,,,,,
albert,0.025,10,6,0.2424633664727211,,,,,
albert,0.025,10,7,0.23829134047746658,,,,,
albert,0.025,10,8,0.2313876210129261,,,,,
albert,0.025,10,9,0.23395404554843902,,,,,
albert,0.025,10,10,0.23068764506280423,,,,,
albert,0.025,10,final_test,,0.1882181968528036,0.92808,0.9262386490361638,0.93024,0.9282350123732738
albert,0.05,5,1,0.2536121149933338,,,,,
albert,0.05,5,2,0.2672750941157341,,,,,
albert,0.05,5,3,0.2500334725499153,,,,,
albert,0.05,5,4,0.2477409456396103,,,,,
albert,0.05,5,5,0.24302936480045317,,,,,
albert,0.05,5,final_test,,0.1829567445344956,0.93108,0.9287817299275881,0.93376,0.9312642119120756
albert,0.05,10,1,0.2505005811011791,,,,,
albert,0.05,10,2,0.2467203559923172,,,,,
albert,0.05,10,3,0.2629947026538849,,,,,
albert,0.05,10,4,0.24858470931172372,,,,,
albert,0.05,10,5,0.2552418338000774,,,,,
albert,0.05,10,6,0.2501782947409153,,,,,
albert,0.05,10,7,0.23975121699929236,,,,,
albert,0.05,10,8,0.23978459453940393,,,,,
albert,0.05,10,9,0.24285680382728578,,,,,
albert,0.05,10,10,0.23967862325191497,,,,,
albert,0.05,10,final_test,,0.17223807693156995,0.93612,0.9320072905935494,0.94088,0.9364226282893428
albert,0.075,5,1,0.2704122507411241,,,,,
albert,0.075,5,2,0.3507678879928589,,,,,
albert,0.075,5,3,0.29185083572387693,,,,,
albert,0.075,5,4,0.27517070641160013,,,,,
albert,0.075,5,5,0.2603627710604668,,,,,
albert,0.075,5,final_test,,0.1685579443470797,0.93844,0.9329330910814441,0.9448,0.9388290472594301
albert,0.075,10,1,0.2636353640496731,,,,,
albert,0.075,10,2,0.30236880718827247,,,,,
albert,0.075,10,3,0.2642958099627495,,,,,
albert,0.075,10,4,0.26533275037288667,,,,,
albert,0.075,10,5,0.2691214240527153,,,,,
albert,0.075,10,6,0.2816064112138748,,,,,
albert,0.075,10,7,0.2573341497564316,,,,,
albert,0.075,10,8,0.25994157369971277,,,,,
albert,0.075,10,9,0.28002021875739097,,,,,
albert,0.075,10,10,0.2755498184013367,,,,,
albert,0.075,10,final_test,,0.1588211557695312,0.94232,0.9350802644003777,0.95064,0.9427959377975247
albert,0.1,5,1,0.3127694841945171,,,,,
albert,0.1,5,2,0.32101373778939246,,,,,
albert,0.1,5,3,0.3927739270603657,,,,,
albert,0.1,5,4,0.3295126327812672,,,,,
albert,0.1,5,5,0.33230488651394846,,,,,
albert,0.1,5,final_test,,0.15807457595467161,0.94188,0.9298778115028407,0.95584,0.9426801846226676
albert,0.1,10,1,0.3524604059457779,,,,,
albert,0.1,10,2,0.3427898492079973,,,,,
albert,0.1,10,3,0.46195373541116713,,,,,
albert,0.1,10,4,0.34178583080172537,,,,,
albert,0.1,10,5,0.3266799585223198,,,,,
albert,0.1,10,6,0.304083643989563,,,,,
albert,0.1,10,7,0.328646189057827,,,,,
albert,0.1,10,8,0.36629061512708666,,,,,
albert,0.1,10,9,0.3947619769668579,,,,,
albert,0.1,10,10,0.3737764984285831,,,,,
albert,0.1,10,final_test,,0.15392836176323146,0.94392,0.9284280420012353,0.962,0.9449159201634447
albert,0.25,5,1,0.6471741493606568,,,,,
albert,0.25,5,2,0.5548139135098458,,,,,
albert,0.25,5,3,0.5438317944717407,,,,,
albert,0.25,5,4,0.5288689305639267,,,,,
albert,0.25,5,5,0.5414319340455532,,,,,
albert,0.25,5,final_test,,0.1712608285559912,0.93484,0.9116243847027641,0.96304,0.9366271153472088
albert,0.25,10,1,0.6056692976927758,,,,,
albert,0.25,10,2,0.688823750474453,,,,,
albert,0.25,10,3,0.8630612550354004,,,,,
albert,0.25,10,4,0.5926305705499649,,,,,
albert,0.25,10,5,0.7341291269159317,,,,,
albert,0.25,10,6,0.5944325308918953,,,,,
albert,0.25,10,7,0.780425769238472,,,,,
albert,0.25,10,8,0.6412368158197403,,,,,
albert,0.25,10,9,0.5810316083168984,,,,,
albert,0.25,10,10,0.5971935644054412,,,,,
albert,0.25,10,final_test,,0.19243616854664122,0.92324,0.8901836418614942,0.9656,0.9263594151732606
albert,0.5,5,1,0.9419707427191735,,,,,
albert,0.5,5,2,0.8107370920944214,,,,,
albert,0.5,5,3,0.729959318933487,,,,,
albert,0.5,5,4,0.8375933587265014,,,,,
albert,0.5,5,5,0.9373032832145691,,,,,
albert,0.5,5,final_test,,0.256815011670571,0.88732,0.8261806912349255,0.98104,0.8969754598983286
