|Sentiment|Text|imdbReviewLinks|imdbMovieLink|imdbGenres
35|Negative|What did producer/director Stanley Kramer see in Adam Kennedy's novel and Kennedy's very puzzling screenplay? Were there a few pieces left out on purpose? And what about Gene Hackman, Richard Widmark, Edward Albert, Eli Wallach and Mickey Rooney? What did they see in this very muddled story?<br /><br />And why did Candice Bergen, who gave a horrible performance, accept such a thankless role?<br /><br />The Domino Principle wants to be on the same footing as The Parallax View or The Manchurian Candidate and misses the mark by a very wide margin. A major misfire by Stanley Kramer.|https://www.imdb.com/review/rw0152775/?ref_=tt_urv|https://www.imdb.com/title/tt0075950/|"""Drama"",""Thriller"""
36|Negative|While I count myself as a fan of the Babylon 5 television series, the original movie that introduced the series was a weak start. Although many of the elements that would later mature and become much more compelling in the series are there, the pace of The Gathering is slow, the makeup somewhat inadequate, and the plot confusing. Worse, the characterization in the premiere episode is poor. Although the ratings chart shows that many fans are willing to overlook these problems, I remember The Gathering almost turned me off off what soon grew into a spectacular series.|https://www.imdb.com/review/rw0318474/?mode=desktop&ref_=m_ft_dsk|https://www.imdb.com/title/tt0105946/|"""Action"",""Adventure"",""Drama"""
37|Negative|This film looked promising but it was actually pretty bad. The premise was O.K, but the plot itself was terrible. The actors tried their best with limited material, but they could not rise above the mean spiritedness of this tacky college film. Jason Schwartzman was once again immensely irritating - even more so than in Rushmore, the rest of the cast were quite non-eventful. Scenes that should have been fun turned out to be off-putting & incredibly juvenile. Tries to be a Road Trip/American Pie but fails dismally on all levels. A total waste of everyone's time.|https://www.imdb.com/review/rw0715943/|https://www.imdb.com/title/tt0240900/|"""Comedy"",""Romance"""
38|Negative|"Definitely an odd debut for Michael Madsen. Madsen plays Cecil Moe, an alcoholic family man whose life is crumbling all around him. Cecil grabs a phone book, looks up the name of a preacher, and calls him in the middle of the night. He goes to the preacher's home and discusses his problems. The preacher teaches Cecil to respect the word of God and have Jesus in his heart. That makes everything all better. Ahh...if only everything in life were that easy. The fact that this ""film"" looks as if it was made with about $500 certainly doesn't help. 1/10"|https://www.imdb.com/review/rw0706426/|https://www.imdb.com/title/tt0235166/|"""Biography"",""Drama"""
39|Negative|"Chances are if I watched this again I might get physically sick, the film is so annoying.....unless you believe in psychics, re-incarnation and the other hocus- pocus which this promotes big-time. The ""re-cycling of souls,"" they call it here. Puh-leeze.<br /><br />This story has been done several times before with such films as ""Heaven Can Wait."" It's also been done a lot better. Too bad they had to waste the talents of Robert Downey Jr., Cybill Shepherd, Ryan O'Neal and Mary Stuart Masterson.<br /><br />At least it's a pretty tame film, language-wise. That's about the only redeeming quality of this movie."|https://www.imdb.com/review/rw1353584/|https://www.imdb.com/title/tt0097044/|"""Comedy"",""Fantasy"",""Romance"""
40|Negative|"I concur with everyone above who said anything that will convince you to not waste even a briefest of moments watching this amazingly amateurish movie. Very poor acting, offhand production values, utterly pedestrian direction, and a script so inept and inane it should never have been written, let alone produced. Even Hollywood ""professionals"" apparently go to work just for a paycheck, although no one should have been paid for this bad work. Careers should instead have ENDED over this inconsequential drivel.<br /><br />OTH, there is something fascinating about watching something so jaw-droppingly bad. And Chad Lowe is terrifically and consistently bad."|https://www.imdb.com/review/rw2161856/|https://www.imdb.com/title/tt0097994/|"""Comedy"",""Romance"""
41|Negative|This movie isn't very good. It's boring, and not much blood for a horror film. The plot just trods along with not much happening. And I think the female vampire was so stupid. She had many chances to kill the vampire hunters since it shows her having lighting like reflexes. But, whenever she has one of them pinned, she just takes her time and something always happens where she doesn't bite them. No wonder this went straight to cable.<br /><br />FINAL VERDICT: Not anywhere near as good as the first Vampire movie. You're a SUCKER if you waste your time on this.|https://www.imdb.com/review/rw0784498/|https://www.imdb.com/title/tt0272147/|"""Action"",""Horror"",""Thriller"""
42|Negative|"The king is dead long live the King! The triad of Caddie Shack Two, The Family underneath the Stairs, and Troop Beverly Hills had been tied for worst movie ever for so long that they seemed icons in their own right. But there is a new king.....yep.....all hail the new king....""Down to Earth"". But some things, like Tiny Tim for example, are so bad they are good. Some day this could take out the inimitable ""Rocky Horror Picture Show"" as a cult film. So go see this ....this....well just take my word for it. Go see it. All hail the new king!"|https://www.imdb.com/review/rw0700239/|https://www.imdb.com/title/tt0231775/|"""Comedy"",""Fantasy"""
43|Negative|It's a hideous little production, apt to give one nightmares as well as headaches. It's an unsightly blend of live action and ugly stop-motion animation. It's weird, but it's not the kind of fun, weird trip anyone optimistic might expect. It's the cold, inhuman, unfriendly, sickening, even creepy kind of weird. There is absolutely no reason to watch this movie. After all, Disney did a fantastic job with the same source material. And Cosgrove-Hall did far more attractive things with stop-motion.<br /><br />Interestingly, this is a French production. As such, it re-enforces the stereotype that the French have no concept of scary.|https://www.imdb.com/review/rw2003055/|https://www.imdb.com/title/tt0042189/|"""Animation"",""Adventure"",""Family"""
44|Negative|A group of people are invited to there high school reunion, but after they arrive they discover it to be a scam by an old classmate they played an almost fatal prank on. Now, he seeks to get revenge on all those that hurt him by sealing all the exits and cutting off all telephone lines.<br /><br />Dark slasher film with an unexceptional premise. Bringing it up a notch are a few good performances, some rather creative death scenes, plenty of excitement & scares, some humor and an original ending.<br /><br />Unrated for Extreme Violence, Graphic Nudity, Sexual Situations, Profanity and Drug Use.|https://www.imdb.com/review/rw0237549/|https://www.imdb.com/title/tt0091969/|"""Horror"",""Thriller"""
45|Negative|We know that firefighters and rescue workers are heroes: an idée reçue few would challenge. Friends and family of these and others who perished in the attacks on the World Trade Center might well be moved by this vapid play turned film. A sweet, earnest, though tongue-tied fireman recalls what he can of lost colleagues to a benumbed journalist who converts his fragments into a eulogy. They ponder the results. He mumbles some more, she composes another eulogy, etc., etc.<br /><br />The dreadful events that provoked the need for several thousand eulogies is overwhelmingly sad, but this plodding insipid dramatization is distressingly boring.|https://www.imdb.com/review/rw0875716/|https://www.imdb.com/title/tt0319470/|"""Drama"""
46|Negative|This film was basically Velvet Goldmine if the writers of party of five got a hold of it and made it a t.v. movie. The film lacks what Velvet Goldmine had which was good acting, writing, and basically everything else. The film had some of the worst writing I've seen since Wild Wild West. It definitely needed to be interesting. I know vh 1 has become a household name for their behind the music shows. which are a lot better than all this which would have worked if it was a behind the music episode but didn't and feel flat on it's face.|https://www.imdb.com/review/rw0608007/|https://www.imdb.com/title/tt0178052/|"""Biography"",""Drama"",""Music"""
47|Negative|Seriously, I don't even know where to begin. It's like somebody gave a bazillion dollar budget to an autistic third-grader and said 'make me a movie about the secret service'. The editing is ridiculous, the cinematography was random at best, every single syllable of dialogue was completely retarded and the directing ... well, was there even a director there? Everything was just so pointless and lame and pointless...and random....and lame.<br /><br />Here's a SPOILER for you; this movie is the dumbest thing you'll ever see. <br /><br />However, if you liked this piece, you'll also enjoy; Deterrance, Dark Blue, and a partial frontal lobotomy.|https://www.imdb.com/review/rw1348079/|https://www.imdb.com/title/tt0443632/|"""Action"",""Crime"",""Thriller"""
48|Negative|The plot was dull, the girls were sickening and the supposed Italian male lead had clearly never heard an Italian accent.Someone said the boys were cute in this film but it just seemed to be filled with mediocre people. There were literally no redeeming features about this film.<br /><br />I think this is a graveyard for actors that will never work again, with the unfortunate exception of the Olsen twins who seem to fascinate people for no discernible reason.<br /><br />I hope the Olsen twins find something out of the limelight to keep them away from the entertainment business. They have no place in it.|https://www.imdb.com/review/rw2141910/|https://www.imdb.com/title/tt0324532/|"""Comedy"",""Family"""
49|Negative|This documentary begins with an interesting premise -- it makes an intriguing and convincing argument that the history of Jesus as is commonly believed is probably a myth. Sadly, though, after priming us with this, the movie completely shifts gears and becomes little more than a non-stop attack on Christianity, and pretty much focusing on the easy targets.<br /><br />The writer/director clearly has some issues with the Church (he is a former evangelical Christian and has some legit anger) and this film seems to be his form of release. It'd be interesting to see the first 20 minutes expanded, but as a whole, the movie is disappointing.|https://www.imdb.com/review/rw1277138/|https://www.imdb.com/title/tt0455507/|"""Documentary"",""Biography"",""History"""
50|Negative|"I'm hearing rumors of an upcoming ""Leonard Nimoy Demonstrates the Blu-ray Disc"". With advances over the past 25 years ranging from Steady-cam to CGI, it'll be interesting to see if the franchise can be reinvigorated. I just hope it helps to remove the bad taste left in my mouth by that whole Magnavision demonstration fiasco.<br /><br />And yes... ""Leonard Nimoy Demonstrates the Betamax VCR"" was a brilliant milestone in entertainment history. After the tentative ""Leonard Nimoy Demonstrates the Compact Cassette"" and the downright tacky ""Leonard Nimoy Demonstrates the 8-Track Tape"", who would have expected such a glorious piece of cinema? I'm weeping right now just thinking about it."|https://www.imdb.com/review/rw1414294/|https://www.imdb.com/title/tt0199709/|"""Documentary"""
51|Negative|"Whoever wrote the script for this movie does not deserve to work in Hollywood at all (not even live there), and those actors need to find another job. The most dreadful hour and some minutes of my life... and I only kept watching to see if it would get better which, unfortunately for me it did not.<br /><br />Even at the end, the credits gave me anxiety. I guess there weren't a lot of people behind the movie so they had to roll the credits slowly... very slowly.<br /><br />This movie is definitely a great ""How Not To Make a Movie"" guide. Too bad I can't give a 0."|https://www.imdb.com/review/rw1771419/|https://www.imdb.com/title/tt0427688/|"""Horror"",""Music"",""Sci-Fi"""
52|Negative|This movie down-shifts from 4th into 1st without bothering with 3rd or 2nd, grinding gears all the way to the sappy, b-movie finish-line. The con at the beginning is easily the best and cleverest part of the movie. That is worth seeing. The scene with Harlow in the bathtub occurs so fast, you may miss it. Definitely not worth all the ballyhoo provided by Robert Osborne in his TCM intro to this bad-to-mediocre confusion. There is no real conflict, and all of the characters in this supposed fringe society turn out to be saints - especially the unbelievable character, Al. I wonder if he's got a job for me in Cincinnati?|https://www.imdb.com/review/rw2013213/|https://www.imdb.com/title/tt0024130/|"""Crime"",""Drama"",""Music"""
53|Negative|I sincerely consider this movie as another poor effort of Dominican Movie Industry. The first 30 minutes of the movie are a little funny but then when they switch their role in the society (men doing what women usually do and women doing what men usually do) the movie falls. Becoming boring and not funny at all. They let many things without explanation and the end of the movie is predictable. I didn't like the way as a Roberto Angel played his character and his little either. I went to the movies theater hoping to see a good work but I went out really disappointed.<br /><br />I don't recommend this movie.|https://www.imdb.com/review/rw1369287/|https://www.imdb.com/title/tt0487108/|"""Comedy"""
54|Negative|What a bad movie. I'm really surprised that DeNiro and even Snipes would be associated with something like this. If you're going to make a movie that involves baseball, and shows scenes of baseball, at least make the action look somewhat realistic. Why was the crowd always standing up for no particular reason during games? ***POSSIBLE SPOILER*** And the last scene in the movie....what was that? We are somehow led to believe that DeNiro has found his way onto the field in an umpire's uniform, and that the game is even being played in a torrential downpour....one of the worst ever scenes in a sports movie. 3 stars out of 10.|https://www.imdb.com/review/rw0383967/|https://www.imdb.com/title/tt0116277/|"""Action"",""Drama"",""Sport"""
55|Negative|Hm. While an enjoyable movie to poke plot holes, point out atrocious acting, primitive (at best) special effects (all of which have caused me to view this movie three times over the past six years), Severed ranks among the worst I've ever seen. I'm never sure who the protagonists are, all I know is that the killer uses a portable guillotine, as seen in the dance floor murder scene. All in all, I don't really like the movie, because only the first 30 minutes are enjoyable, the rest is a mishmash of confusing dialog and imagery that fail to progress the story to a logical conclusion (which I can't remember anyway).|https://www.imdb.com/review/rw2011240/|https://www.imdb.com/title/tt0306063/|"""Horror"""
56|Negative|"I actually saw this movie at a theater. As soon as I handed the cashier my money, she said two words I had never heard at a theater, before or since: ""No refunds!"" As soon as I heard those words, I should have just waved bye-bye to my cash and gone home. But no, foolishly, I went in and watched the movie. This movie didn't make ANYONE in the theater laugh. Not even once. Not even inadvertantly! Mostly, we sat there in stunned silence. Every ten minutes or so, someone would yell ""This movie SUCKS!"" The audience would applaud enthusiastically, then sit there in stunned, bored silence for another ten minutes."|https://www.imdb.com/review/rw0169538/|https://www.imdb.com/title/tt0079583/|"""Comedy"""
57|Negative|Most of the episodes on Season 1 are awful..There is no comparison to Twilight Zone or Outer Limits, as they programs actually had decent story lines. Most of Amazing Stories are well dull..not amazing in the least..go rent or buy the Twilight Zone series...I have heard Season 2 of this series is much better..also for some reason on the DVD's they cut out the Ray Walston parts which further diminishes this compilation. The one cool thing is to see actors and actresses when they were younger in 1985...Most of the story lines are very predictable though and the series could of been better with twists and turns that left you wondering...|https://www.imdb.com/review/rw1512320/|https://www.imdb.com/title/tt0088478/|"""Adventure"",""Comedy"",""Drama"""
58|Negative|"It felt like I watched this movie thousand times before.It was absolutely predictable.Every time the story tried to get a bit twisted,every time I awaited something interesting to happen, I saw nothing but what I expected. Like ""The bread factory opened up another facility,because there was not enough bread"". In two words:Flat story,that has become a cliché,bad acting,bad special effects...Only the dumb Russian cop,Vlad, was a bit funny while punishing around the bad guys.The pile of muscles was so incredibly STUPID,that it made me laugh at him for a moment. I wonder why i waste my time spitting on that shame-of-a-movie... It won't get worse (because it is not possible) :D"|https://www.imdb.com/review/rw1941353/?mode=desktop&ref_=m_ft_dsk|https://www.imdb.com/title/tt0369738/|"""Action"",""Drama"""
59|Negative|"One of the worst movies I ever saw. My only thought was: ""how can I get my money back from Hollywood Video"". This is no way worth four dollars, or any dollars. I think it was an attempt to rip off The Mexican, or Vin Diesel's movies, but it failed miserably to do this.<br /><br />The acting was terrible, I felt sorry for the actors that they couldn't find something better to do with their time. The story was ridiculous. We were calling out the lines ahead of the actors, it was so predictable. The Mexican accent of the leading lady was insultingly exaggerated, worse than a cartoon. <br /><br />Skip it."|https://www.imdb.com/review/rw1344794/|https://www.imdb.com/title/tt0340919/|"""Crime"",""Drama"",""Romance"""
60|Negative|They really can't get stupider than this film dealing with 3 losers who try to capture the college spirit during the annual spring break festivities at many of our higher schools of learning. The problem is that these losers try to do this 15 years after their college years when one is assigned to watch over the daughter of a woman senator being groomed to be the next vice president.<br /><br />Trouble is that her daughter is anything but popular, but of course she comes out of all that. The girls go through drunken rages, exotic dancing and other absolute nonsense.<br /><br />It really can't get much worse than this awful film.|https://www.imdb.com/review/rw2119635/|https://www.imdb.com/title/tt0814331/|"""Comedy"",""Romance"""
61|Negative|Watch the 1936 version. As personally annoying I find Charles Boyer's voice, he's more of a match to pay cosmopolitan, depressed Rudolf--I mean Omar Sharif tries but, no--too cute and vibrant. Catherine Denueve (sp) besides being too old looks nothing like Marie--nothing! She looks too sophisticated to even think of dying for love of this man in such a fashion.<br /><br />The only actor in the entire movie who conveys the role they're playing is Ava Gardner whose appearance as Empress Elisabeth on the screen is fittingly brief (and look up pictures of the empress there's more than a passing resemblance) as historically, Empress Elisabeth wasn't involved that much in Rudolf's life.|https://www.imdb.com/review/rw0996363/|https://www.imdb.com/title/tt0064645/|"""Drama"",""History"",""Romance"""
